Localitate,Judet,Comuna,KM
Crang,Vaslui,Ciocani,59
Crangu Nou,Vaslui,Ciocani,68
Podu Petris,Vaslui,Ciocani,69
Movileni,Vaslui,Coroiesti,69
Albesti,Vaslui,Delesti,66
Dimitrie Cantemir,Vaslui,Dimitrie Cantemir,58
Gusitei,Vaslui,Dimitrie Cantemir,63
Hurdugi,Vaslui,Dimitrie Cantemir,57
Plotonesti,Vaslui,Dimitrie Cantemir,54
Urlati,Vaslui,Dimitrie Cantemir,51
Albita,Vaslui,Dranceni,69
Dranceni,Vaslui,Dranceni,68
Rasesti,Vaslui,Dranceni,65
Soparleni,Vaslui,Dranceni,63
Duda,Vaslui,Duda-Epureni,60
Duda-Epureni,Vaslui,Duda-Epureni,53
Epureni,Vaslui,Duda-Epureni,52
Valea Grecului,Vaslui,Duda-Epureni,57
Schinetea,Vaslui,Dumesti,51
Bursuci,Vaslui,Epureni,70
Horga,Vaslui,Epureni,59
Fruntiseni,Vaslui,Fruntiseni,67
Grajdeni,Vaslui,Fruntiseni,69
Giurcani,Vaslui,Gagesti,55
Peicani,Vaslui,Gagesti,53
Popeni,Vaslui,Gagesti,55
Tupilati,Vaslui,Gagesti,51
Grivita,Vaslui,Grivita,63
Odaia Bursucani,Vaslui,Grivita,69
Trestiana,Vaslui,Grivita,59
Hoceni,Vaslui,Hoceni,52
Oteleni,Vaslui,Hoceni,55
Manzati,Vaslui,Ibanesti,69
Putu Olarului,Vaslui,Ibanesti,60
Ivesti,Vaslui,Ivesti,68
Broscosesti,Vaslui,Lunca Banului,65
Focsa,Vaslui,Lunca Banului,67
Lunca Banului,Vaslui,Lunca Banului,64
Otetoaia,Vaslui,Lunca Banului,65
Miclesti,Vaslui,Miclesti,52
Carja,Vaslui,Murgeni,78
Floreni,Vaslui,Murgeni,64
Latesti,Vaslui,Murgeni,74
Murgeni,Vaslui,Murgeni,69
Raiu,Vaslui,Murgeni,62
Sarateni,Vaslui,Murgeni,74
Schineni,Vaslui,Murgeni,75
Capotesti,Vaslui,Padureni,59
Davidesti,Vaslui,Padureni,58
Leosti,Vaslui,Padureni,57
Rusca,Vaslui,Padureni,54
Todireni,Vaslui,Padureni,55
Valeni,Vaslui,Padureni,60
Perieni,Vaslui,Perieni,65
Pogana,Vaslui,Pogana,67
Floresti,Vaslui,Poienesti,57
Calimanesti,Vaslui,Puiesti,60
Cristesti,Vaslui,Puiesti,61
Fantanele,Vaslui,Puiesti,56
Fulgu,Vaslui,Puiesti,68
Galtesti,Vaslui,Puiesti,70
Iezer,Vaslui,Puiesti,68
Lalesti,Vaslui,Puiesti,64
Puiesti,Vaslui,Puiesti,67
Rotari,Vaslui,Puiesti,69
Bogdana-Voloseni,Vaslui,Stanilesti,60
Budu Cantemir,Vaslui,Stanilesti,64
Chersacosu,Vaslui,Stanilesti,60
Gura Vaii,Vaslui,Stanilesti,57
Poganesti,Vaslui,Stanilesti,62
Saratu,Vaslui,Stanilesti,66
Stanilesti,Vaslui,Stanilesti,60
Fedesti,Vaslui,Suletea,54
Jigalia,Vaslui,Suletea,56
Suletea,Vaslui,Suletea,56
Cujba,Vaslui,Tacuta,57
Leosti,Vaslui,Tatarani,57
Badeana,Vaslui,Tutova,64
Tutova,Vaslui,Tutova,70
Valeni,Vaslui,Viisoara,60
Bancesti,Vaslui,Voinesti,56
Corobanesti,Vaslui,Voinesti,60
Gardesti,Vaslui,Voinesti,56
Marasesti,Vaslui,Voinesti,53
Obarsenii Lingurari,Vaslui,Voinesti,62
Stancaseni,Vaslui,Voinesti,60
Voinesti,Vaslui,Voinesti,57
Voinesti,Vaslui,Vulturesti,57
Posta Elan,Vaslui,Vutcani,51
Dealu Mare,Vaslui,Zorleni,59
Popeni,Vaslui,Zorleni,55
Zorleni,Vaslui,Zorleni,53
Padureni,Vaslui,Padureni,54.8
Epureni,Vaslui,Epureni,53
Berislavesti,Valcea,Berislavesti,26
Bradisor,Valcea,Berislavesti,27
Dangesti,Valcea,Berislavesti,29
Radacinesti,Valcea,Berislavesti,30
Robaia,Valcea,Berislavesti,31
Scaueni,Valcea,Berislavesti,28
Stoenesti,Valcea,Berislavesti,27
Calinesti,Valcea,Brezoi,42
Draganesti,Valcea,Brezoi,50
Proieni,Valcea,Brezoi,56
Armasesti,Valcea,Cernisoara,51
Cernisoara,Valcea,Cernisoara,56
Grosi,Valcea,Cernisoara,49
Madulari,Valcea,Cernisoara,52
Modoia,Valcea,Cernisoara,45
Obarsia,Valcea,Cernisoara,49
Sarsanesti,Valcea,Cernisoara,54
Balteni,Valcea,Copaceni,58
Bondoci,Valcea,Copaceni,57
Copaceni,Valcea,Copaceni,54
Hotarasa,Valcea,Copaceni,57
Ulmetu,Valcea,Copaceni,57
Vetelu,Valcea,Copaceni,59
Creteni,Valcea,Creteni,62
Izvoru,Valcea,Creteni,58
Mrenesti,Valcea,Creteni,62
Streminoasa,Valcea,Creteni,63
Dragasani,Valcea,Dragasani,55
Valea Caselor,Valcea,Dragasani,59
Zarneni,Valcea,Dragasani,64
Zlatarei,Valcea,Dragasani,60
Buciumeni,Valcea,Dragoesti,43
Geamana,Valcea,Dragoesti,43
Aninoasa,Valcea,Glavile,52
Glavile,Valcea,Glavile,48
Jarostea,Valcea,Glavile,56
Olteanca,Valcea,Glavile,52
Voiculeasa,Valcea,Glavile,77
Burdalesti,Valcea,Gusoeni,71
Dealu Mare,Valcea,Gusoeni,69
Gusoeni,Valcea,Gusoeni,69
Gusoianca,Valcea,Gusoeni,73
Magureni,Valcea,Gusoeni,65
Sparleni,Valcea,Gusoeni,67
Cermegesti,Valcea,Ladesti,53
Chiricesti,Valcea,Ladesti,50
Ciumagi,Valcea,Ladesti,55
Dealu Corni,Valcea,Ladesti,47
Gageni,Valcea,Ladesti,56
Ladesti,Valcea,Ladesti,51
Maldaresti,Valcea,Ladesti,49
Olteanca,Valcea,Ladesti,54
Pasculesti,Valcea,Ladesti,53
Popesti,Valcea,Ladesti,52
Beresti,Valcea,Lapusata,46
Brosteni,Valcea,Lapusata,54
Lapusata,Valcea,Lapusata,51
Mijati,Valcea,Lapusata,55
Sarulesti,Valcea,Lapusata,52
Scorusu,Valcea,Lapusata,52
Serbanesti,Valcea,Lapusata,55
Zarnesti,Valcea,Lapusata,52
Carcadiesti,Valcea,Lungesti,80
Dumbrava,Valcea,Lungesti,78
Fumureni,Valcea,Lungesti,76
Gantulei,Valcea,Lungesti,68
Lungesti,Valcea,Lungesti,70
Stanesti-Lunca,Valcea,Lungesti,70
Bocsa,Valcea,Maciuca,69
Botorani,Valcea,Maciuca,67
Ciocanari,Valcea,Maciuca,67
Maciuca,Valcea,Maciuca,65
Maciuceni,Valcea,Maciuca,63
Maldaresti,Valcea,Maciuca,62
Oveselu,Valcea,Maciuca,64
Popesti,Valcea,Maciuca,66
Stefanesti,Valcea,Maciuca,61
Zavoieni,Valcea,Maciuca,61
Ciungetu,Valcea,Malaia,71
Malaia,Valcea,Malaia,59
Salistea,Valcea,Malaia,58
Maldarestii de Jos,Valcea,Maldaresti,49
Rosoveni,Valcea,Maldaresti,44
Telechesti,Valcea,Maldaresti,47
Greci,Valcea,Mateesti,67
Mateesti,Valcea,Mateesti,67
Turcesti,Valcea,Mateesti,68
Cazanesti,Valcea,Milcoiu,15
Ciutesti,Valcea,Milcoiu,18
Izbasesti,Valcea,Milcoiu,16
Milcoiu,Valcea,Milcoiu,16
Suricaru,Valcea,Milcoiu,19
Tepsenari,Valcea,Milcoiu,20
Cetateaua,Valcea,Mitrofani,71
Izvorasu,Valcea,Mitrofani,72
Mitrofani,Valcea,Mitrofani,67
Racu,Valcea,Mitrofani,68
Banesti,Valcea,Nicolae Balcescu,24
Corbii din Vale,Valcea,Nicolae Balcescu,25
Dosu Raului,Valcea,Nicolae Balcescu,29
Galtofani,Valcea,Nicolae Balcescu,21
Ginerica,Valcea,Nicolae Balcescu,22
Linia Hanului,Valcea,Nicolae Balcescu,27
Mangureni,Valcea,Nicolae Balcescu,19
Mazararu,Valcea,Nicolae Balcescu,24
Nicolae Balcescu,Valcea,Nicolae Balcescu,10
Plesoiu,Valcea,Nicolae Balcescu,30
Popesti,Valcea,Nicolae Balcescu,30
Predesti,Valcea,Nicolae Balcescu,31
Rotarasti,Valcea,Nicolae Balcescu,24
Schitu,Valcea,Nicolae Balcescu,27
Serbaneasa,Valcea,Nicolae Balcescu,29
Tufanii,Valcea,Nicolae Balcescu,27
Valea Balceasca,Valcea,Nicolae Balcescu,26
Valea Viei,Valcea,Nicolae Balcescu,31
Bogdanesti,Valcea,Otesani,45
Carstanesti,Valcea,Otesani,48
Cucesti,Valcea,Otesani,44
Otesani,Valcea,Otesani,44
Sub Deal,Valcea,Otesani,49
Cermegesti,Valcea,Pesceana,42
Lupoaia,Valcea,Pesceana,45
Negraia,Valcea,Pesceana,38
Pesceana,Valcea,Pesceana,40
Roesti,Valcea,Pesceana,46
Ursoaia,Valcea,Pesceana,44
Curtea,Valcea,Popesti,34
Daesti,Valcea,Popesti,36
Firijba,Valcea,Popesti,40
Meieni,Valcea,Popesti,39
Popesti,Valcea,Popesti,41
Ursi,Valcea,Popesti,39
Valea Caselor,Valcea,Popesti,36
Baiasa,Valcea,Roesti,43
Bajenari,Valcea,Roesti,45
Barbarigeni,Valcea,Roesti,47
Ciocaltei,Valcea,Roesti,41
Cueni,Valcea,Roesti,47
Frasina,Valcea,Roesti,45
Piscu Scoartei,Valcea,Roesti,47
Rapa Caramizii,Valcea,Roesti,44
Saioci,Valcea,Roesti,42
Balaciu,Valcea,Rosiile,61
Cherasti,Valcea,Rosiile,67
Hotaroaia,Valcea,Rosiile,67
Lupuiesti,Valcea,Rosiile,64
Pasarei,Valcea,Rosiile,66
Pertesti,Valcea,Rosiile,77
Plesesti,Valcea,Rosiile,64
Ratalesti,Valcea,Rosiile,65
Romanesti,Valcea,Rosiile,61
Rosiile,Valcea,Rosiile,64
Zgubea,Valcea,Rosiile,64
Caligi,Valcea,Runcu,33
Gropeni,Valcea,Runcu,16
Runcu,Valcea,Runcu,15
Snamana,Valcea,Runcu,19
Surpati,Valcea,Runcu,21
Valea Babei,Valcea,Runcu,20
Varateci,Valcea,Runcu,14
Patesti,Valcea,Salatrucel,28
Salatrucel,Valcea,Salatrucel,22
Seaca,Valcea,Salatrucel,25
Serbanesti,Valcea,Salatrucel,27
Avramesti,Valcea,Scundu,44
Blejani,Valcea,Scundu,40
Crangu,Valcea,Scundu,47
Scundu,Valcea,Scundu,42
Coasta Cerbului,Valcea,Slatioara,56
Gorunesti,Valcea,Slatioara,58
Milostea,Valcea,Slatioara,61
Mogesti,Valcea,Slatioara,57
Rugetu,Valcea,Slatioara,59
Slatioara,Valcea,Slatioara,55
Barcanesti,Valcea,Stanesti,58
Cioponesti,Valcea,Stanesti,58
Cuculesti,Valcea,Stanesti,56
Garnicetu,Valcea,Stanesti,54
Linia Dealului,Valcea,Stanesti,62
Stanesti,Valcea,Stanesti,56
Suiesti,Valcea,Stanesti,53
Valea Lunga,Valcea,Stanesti,57
Varleni,Valcea,Stanesti,59
Condoiesti,Valcea,Stefanesti,63
Dobrusa,Valcea,Stefanesti,66
Serbanesti,Valcea,Stefanesti,65
Balomireasa,Valcea,Stoilesti,38
Barsoiu,Valcea,Stoilesti,37
Bulagei,Valcea,Stoilesti,37
Delureni,Valcea,Stoilesti,39
Geamana,Valcea,Stoilesti,40
Ghiobesti,Valcea,Stoilesti,36
Giuroiu,Valcea,Stoilesti,33
Izvoru Rece,Valcea,Stoilesti,40
Malu,Valcea,Stoilesti,35
Netesti,Valcea,Stoilesti,35
Obogeni,Valcea,Stoilesti,38
Stanesti,Valcea,Stoilesti,34
Stoilesti,Valcea,Stoilesti,36
Ursi,Valcea,Stoilesti,32
Vladulesti,Valcea,Stoilesti,32
Ciresu,Valcea,Stroesti,63
Dianu,Valcea,Stroesti,64
Obrocesti,Valcea,Stroesti,63
Pojogi-Cerna,Valcea,Stroesti,60
Stroesti,Valcea,Stroesti,60
Borosesti,Valcea,Sutesti,58
Mazili,Valcea,Sutesti,59
Sutesti,Valcea,Sutesti,61
Verdea,Valcea,Sutesti,62
Cerna,Valcea,Vaideeni,60
Cornet,Valcea,Vaideeni,57
Izvoru Rece,Valcea,Vaideeni,55
Marita,Valcea,Vaideeni,59
Vaideeni,Valcea,Vaideeni,52
Batasani,Valcea,Valea Mare,72
Delureni,Valcea,Valea Mare,79
Draganu,Valcea,Valea Mare,68
Margineni,Valcea,Valea Mare,72
Pietroasa,Valcea,Valea Mare,78
Valea Mare,Valcea,Valea Mare,75
Tighina,Valcea,Voicesti,66
Voicesti,Valcea,Voicesti,62
Voicestii din Vale,Valcea,Voicesti,64
Adjudu Vechi,Vrancea,Adjud,52
Siscani,Vrancea,Adjud,55
Barsesti,Vrancea,Barsesti,55
Topesti,Vrancea,Barsesti,53
Boghesti,Vrancea,Boghesti,74
Boghestii de Sus,Vrancea,Boghesti,75
Placinteni,Vrancea,Boghesti,71
Campuri,Vrancea,Campuri,57
Fetesti,Vrancea,Campuri,59
Gura Vaii,Vrancea,Campuri,63
Rotilestii Mari,Vrancea,Campuri,62
Rotilestii Mici,Vrancea,Campuri,60
Buda,Vrancea,Corbita,75
Corbita,Vrancea,Corbita,64
Izvoarele,Vrancea,Corbita,74
Largaseni,Vrancea,Corbita,67
Ochesesti,Vrancea,Corbita,71
Radacinesti,Vrancea,Corbita,66
Serbanesti,Vrancea,Corbita,67
Tutu,Vrancea,Corbita,62
Valcelele,Vrancea,Corbita,73
Lastuni,Vrancea,Dumitresti,58
Costisa,Vrancea,Homocea,61
Homocea,Vrancea,Homocea,58
Lespezi,Vrancea,Homocea,58
Cerbu,Vrancea,Jitia,58
Dealu Sarii,Vrancea,Jitia,57
Jitia,Vrancea,Jitia,56
Jitia de Jos,Vrancea,Jitia,51
Magura,Vrancea,Jitia,58
Naruja,Vrancea,Naruja,55
Podu Narujei,Vrancea,Naruja,58
Podu Stoica,Vrancea,Naruja,57
Rebegari,Vrancea,Naruja,60
Negrilesti,Vrancea,Negrilesti,61
Batcari,Vrancea,Nistoresti,62
Bradetu,Vrancea,Nistoresti,72
Fagetu,Vrancea,Nistoresti,64
Nistoresti,Vrancea,Nistoresti,72
Podu Schiopului,Vrancea,Nistoresti,68
Romanesti,Vrancea,Nistoresti,64
Ungureni,Vrancea,Nistoresti,67
Valea Neagra,Vrancea,Nistoresti,70
Vetresti-Herastrau,Vrancea,Nistoresti,69
Paltin,Vrancea,Paltin,64
Prahuda,Vrancea,Paltin,60
Haulisca,Vrancea,Paulesti,65
Argea,Vrancea,Ploscuteni,58
Ploscuteni,Vrancea,Ploscuteni,59
Gogoiu,Vrancea,Racoasa,60
Marasti,Vrancea,Racoasa,59
Racoasa,Vrancea,Racoasa,55
Verdea,Vrancea,Racoasa,55
Anghelesti,Vrancea,Ruginesti,53
Rucareni,Vrancea,Soveja,71
Soveja,Vrancea,Soveja,70
Carsochesti-Corabita,Vrancea,Spulber,73
Moraresti,Vrancea,Spulber,72
Spulber,Vrancea,Spulber,71
Tipau,Vrancea,Spulber,69
Tojanii de Jos,Vrancea,Spulber,66
Tojanii de Sus,Vrancea,Spulber,66
Calimaneasa,Vrancea,Tanasoaia,68
Costisa,Vrancea,Tanasoaia,69
Costisa de Sus,Vrancea,Tanasoaia,68
Covrag,Vrancea,Tanasoaia,69
Feldioara,Vrancea,Tanasoaia,66
Galbeni,Vrancea,Tanasoaia,67
Nanesti,Vrancea,Tanasoaia,68
Tanasoaia,Vrancea,Tanasoaia,66
Vladnicu de Jos,Vrancea,Tanasoaia,67
Vladnicu de Sus,Vrancea,Tanasoaia,69
Coza,Vrancea,Tulnici,63
Lepsa,Vrancea,Tulnici,73
Tulnici,Vrancea,Tulnici,62
Bahnele,Vrancea,Vintileasca,67
Dupa Magura,Vrancea,Vintileasca,69
Neculele,Vrancea,Vintileasca,65
Poiana Stoichii,Vrancea,Vintileasca,72
Tanasari,Vrancea,Vintileasca,61
Vintileasca,Vrancea,Vintileasca,62
Vizantea Manastireasca,Vrancea,Vizantea-Livezi,52
Bodesti,Vrancea,Vrancioaia,57
Muncei,Vrancea,Vrancioaia,60
Plostina,Vrancea,Vrancioaia,62
Poiana,Vrancea,Vrancioaia,53
Spinesti,Vrancea,Vrancioaia,65
Vrancioaia,Vrancea,Vrancioaia,56
Albac,Alba,Albac,96
Barasti,Alba,Albac,102
Budaiesti,Alba,Albac,100
Cionesti,Alba,Albac,97
Costesti,Alba,Albac,114
Dealu Lamasoi,Alba,Albac,105
Deve,Alba,Albac,99
Dupa Plese,Alba,Albac,97
Fata,Alba,Albac,99
Plesesti,Alba,Albac,99
Potionci,Alba,Albac,102
Rogoz,Alba,Albac,94
Rosesti,Alba,Albac,105
Rusesti,Alba,Albac,101
Sohodol,Alba,Albac,101
Tamboresti,Alba,Albac,102
Almasu de Mijloc,Alba,Almasu Mare,55
Almasu Mare,Alba,Almasu Mare,53
Bradet,Alba,Almasu Mare,55
Cheile Cibului,Alba,Almasu Mare,56
Cib,Alba,Almasu Mare,56
Glod,Alba,Almasu Mare,54
Hanes Mina,Alba,Almasu Mare,60
Nadastia,Alba,Almasu Mare,51
Arieseni,Alba,Arieseni,120
Avramesti,Alba,Arieseni,121
Bubesti,Alba,Arieseni,124
Casa de Piatra,Alba,Arieseni,123
Cobles,Alba,Arieseni,122
Dealu Bajului,Alba,Arieseni,118
Fata Cristesei,Alba,Arieseni,120
Fata Lapusului,Alba,Arieseni,118
Galbena,Alba,Arieseni,121
Hodobana,Alba,Arieseni,123
Izlaz,Alba,Arieseni,121
Pantesti,Alba,Arieseni,120
Patrahaitesti,Alba,Arieseni,122
Poienita,Alba,Arieseni,124
Ravicesti,Alba,Arieseni,119
Stei-Arieseni,Alba,Arieseni,120
Sturu,Alba,Arieseni,117
Vanvucesti,Alba,Arieseni,122
Achimetesti,Alba,Avram Iancu,106
Avram Iancu,Alba,Avram Iancu,107
Avramesti,Alba,Avram Iancu,107
Badai,Alba,Avram Iancu,113
Boldesti,Alba,Avram Iancu,101
Calugaresti,Alba,Avram Iancu,108
Candesti,Alba,Avram Iancu,111
Carasti,Alba,Avram Iancu,103
Cartulesti,Alba,Avram Iancu,107
Casoaia,Alba,Avram Iancu,109
Cocesti,Alba,Avram Iancu,104
Cocosesti,Alba,Avram Iancu,104
Coroiesti,Alba,Avram Iancu,101
Dealu Crisului,Alba,Avram Iancu,103
Dolesti,Alba,Avram Iancu,101
Dumacesti,Alba,Avram Iancu,107
Gojeiesti,Alba,Avram Iancu,102
Heleresti,Alba,Avram Iancu,101
Incesti,Alba,Avram Iancu,98
Jojei,Alba,Avram Iancu,101
Martesti,Alba,Avram Iancu,97
Orgesti,Alba,Avram Iancu,106
Patrutesti,Alba,Avram Iancu,101
Plai,Alba,Avram Iancu,114
Puselesti,Alba,Avram Iancu,101
Soicesti,Alba,Avram Iancu,101
Stertesti,Alba,Avram Iancu,99
Tarsa,Alba,Avram Iancu,104
Tarsa-Plai,Alba,Avram Iancu,106
Valea Maciului,Alba,Avram Iancu,102
Valea Utului,Alba,Avram Iancu,100
Verdesti,Alba,Avram Iancu,106
Vidrisoara,Alba,Avram Iancu,101
Anghelesti,Alba,Bucium,62
Bisericani,Alba,Bucium,70
Bucium,Alba,Bucium,70
Bucium-Sat,Alba,Bucium,63
Cerbu,Alba,Bucium,61
Ciuculesti,Alba,Bucium,71
Coleseni,Alba,Bucium,64
Dogaresti,Alba,Bucium,67
Feresti,Alba,Bucium,70
Floresti,Alba,Bucium,72
Gura Izbitei,Alba,Bucium,67
Helesti,Alba,Bucium,71
Izbicioara,Alba,Bucium,69
Izbita,Alba,Bucium,66
Jurcuiesti,Alba,Bucium,74
Lupulesti,Alba,Bucium,72
Magura,Alba,Bucium,65
Muntari,Alba,Bucium,74
Petreni,Alba,Bucium,70
Poiana,Alba,Bucium,70
Poieni,Alba,Bucium,72
Stalnisoara,Alba,Bucium,74
Valcea,Alba,Bucium,70
Valea Abruzel,Alba,Bucium,66
Valea Alba,Alba,Bucium,75
Valea Cerbului,Alba,Bucium,59
Valea Negrilesii,Alba,Bucium,74
Valea Poienii,Alba,Bucium,57
Valea Sesii,Alba,Bucium,71
Valeni,Alba,Bucium,68
Capu Dealului,Alba,Cenade,69
Cenade,Alba,Cenade,56
Gorgan,Alba,Cenade,53
Bidigesti,Alba,Ciuruleasa,71
Bodresti,Alba,Ciuruleasa,108
Boglesti,Alba,Ciuruleasa,70
Buninginea,Alba,Ciuruleasa,72
Ciuruleasa,Alba,Ciuruleasa,70
Ghedulesti,Alba,Ciuruleasa,75
Matisesti,Alba,Ciuruleasa,81
Moraresti,Alba,Ciuruleasa,73
Vulcan,Alba,Ciuruleasa,83
Biharia,Alba,Garda de Sus,117
Dealu Frumos,Alba,Garda de Sus,119
Dealu Ordancusii,Alba,Garda de Sus,125
Dobresti,Alba,Garda de Sus,112
Garda de Sus,Alba,Garda de Sus,112
Garda Seaca,Alba,Garda de Sus,115
Ghetari,Alba,Garda de Sus,127
Hanasesti,Alba,Garda de Sus,118
Huzaresti,Alba,Garda de Sus,111
Izvoarele,Alba,Garda de sus,109
Mununa,Alba,Garda de Sus,117
Ocoale,Alba,Garda de Sus,125
Plai,Alba,Garda de Sus,119
Plisti,Alba,Garda de Sus,116
Scoarta,Alba,Garda de Sus,117
Snide,Alba,Garda de Sus,118
Sucesti,Alba,Garda de Sus,115
Baba,Alba,Horea,103
Butesti,Alba,Horea,107
Darlesti,Alba,Horea,109
Fericet,Alba,Horea,107
Giurgiut,Alba,Horea,112
Horea,Alba,Horea,103
Mancesti,Alba,Horea,105
Matisesti,Alba,Horea,111
Niculesti,Alba,Horea,104
Patrusesti,Alba,Horea,109
Petreasa,Alba,Horea,112
Preluca,Alba,Horea,106
Teiu,Alba,Horea,107
Trifesti,Alba,Horea,110
Zanzesti,Alba,Horea,110
Dealu Geoagiului,Alba,Intregalde,35
Ghioncani,Alba,Intregalde,41
Iliesti,Alba,Intregalde,41
Intregalde,Alba,Intregalde,50
Ivanis,Alba,Intregalde,43
Marinesti,Alba,Intregalde,48
Modolesti,Alba,Intregalde,48
Necrilesti,Alba,Intregalde,50
Popesti,Alba,Intregalde,44
Sfarcea,Alba,Intregalde,46
Tecsesti,Alba,Intregalde,50
Barbesti,Alba,Mogos,61
Barlesti,Alba,Mogos,54
Barlesti-Catun,Alba,Mogos,63
Barzogani,Alba,Mogos,66
Bocesti,Alba,Mogos,62
Bogdanesti,Alba,Mogos,63
Butesti,Alba,Mogos,63
Cojocani,Alba,Mogos,62
Cristesti,Alba,Mogos,58
Mamaligani,Alba,Mogos,57
Mogos,Alba,Mogos,56
Negresti,Alba,Mogos,56
Oncesti,Alba,Mogos,67
Poienile-Mogos,Alba,Mogos,58
Tomesti,Alba,Mogos,67
Valea Barlutesti,Alba,Mogos,59
Valea Barnii,Alba,Mogos,58
Valea Cocesti,Alba,Mogos,58
Valea Giogesti,Alba,Mogos,60
Valea Mlacii,Alba,Mogos,54
Valea Tupilor,Alba,Mogos,56
Plaiuri,Alba,Pianu,50
Purcareti,Alba,Pianu,44
Strungari,Alba,Pianu,46
Costesti,Alba,Poiana Vadului,103
Duduieni,Alba,Poiana Vadului,103
Fagetu de Jos,Alba,Poiana Vadului,98
Fagetu de Sus,Alba,Poiana Vadului,101
Hanasesti,Alba,Poiana Vadului,100
Lupaiesti,Alba,Poiana Vadului,97
Morcanesti,Alba,Poiana Vadului,95
Pastesti,Alba,Poiana Vadului,103
Petelei,Alba,Poiana Vadului,103
Poiana Vadului,Alba,Poiana Vadului,97
Stanesti,Alba,Poiana Vadului,100
Dupa Deal,Alba,Ponor,64
Geogel,Alba,Ponor,71
Macaresti,Alba,Ponor,72
Ponor,Alba,Ponor,60
Vale in Jos,Alba,Ponor,68
Valea Bucurului,Alba,Ponor,63
Incesti,Alba,Posaga,59
Orasti,Alba,Posaga,54
Sagagea,Alba,Posaga,57
Botani,Alba,Ramet,45
Bradesti,Alba,Ramet,50
Cheia,Alba,Ramet,47
Cotorasti,Alba,Ramet,51
Floresti,Alba,Ramet,48
Olteni,Alba,Ramet,46
Ramet,Alba,Ramet,40
Valea Fagetului,Alba,Ramet,45
Valea Inzelului,Alba,Ramet,42
Valea Poienii,Alba,Ramet,49
Valea Uzei,Alba,Ramet,39
Vladesti,Alba,Ramet,34
Barlesti,Alba,Scarisoara,106
Botesti,Alba,Scarisoara,107
Fata-Lazesti,Alba,Scarisoara,104
Floresti,Alba,Scarisoara,110
Lazesti,Alba,Scarisoara,108
Lespezea,Alba,Scarisoara,111
Matei,Alba,Scarisoara,99
Negesti,Alba,Scarisoara,120
Preluca,Alba,Scarisoara,123
Runc,Alba,Scarisoara,114
Scarisoara,Alba,Scarisoara,107
Sfoartea,Alba,Scarisoara,121
Stiuleti,Alba,Scarisoara,113
Trancesti,Alba,Scarisoara,111
Bazesti,Alba,Sohodol,75
Bilanesti,Alba,Sohodol,88
Bobaresti,Alba,Sohodol,87
Bradeana,Alba,Sohodol,87
Burzonesti,Alba,Sohodol,84
Deoncesti,Alba,Sohodol,90
Dilimani,Alba,Sohodol,83
Furduiesti,Alba,Sohodol,74
Gura Sohodol,Alba,Sohodol,80
Hoanca,Alba,Sohodol,88
Joldisesti,Alba,Sohodol,95
Lazuri,Alba,Sohodol,83
Lehesti,Alba,Sohodol,90
Luminesti,Alba,Sohodol,96
Medresti,Alba,Sohodol,105
Moraresti,Alba,Sohodol,76
Munesti,Alba,Sohodol,110
Napaiesti,Alba,Sohodol,86
Nelegesti,Alba,Sohodol,74
Nicoresti,Alba,Sohodol,75
Peles,Alba,Sohodol,88
Poiana,Alba,Sohodol,107
Robesti,Alba,Sohodol,91
Sebisesti,Alba,Sohodol,86
Sicoiesti,Alba,Sohodol,90
Simocesti,Alba,Sohodol,89
Sohodol,Alba,Sohodol,83
Surdesti,Alba,Sohodol,86
Toci,Alba,Sohodol,107
Valea Verde,Alba,Sohodol,97
Vladosesti,Alba,Sohodol,82
Bodesti,Alba,Vadu Motilor,90
Burzesti,Alba,Vadu Motilor,91
Dealu Frumos,Alba,Vadu Motilor,94
Lazesti,Alba,Vadu Motilor,94
Necsesti,Alba,Vadu Motilor,87
Poduri-Bricesti,Alba,Vadu Motilor,95
Popestii de Jos,Alba,Vadu Motilor,113
Popestii de Sus,Alba,Vadu Motilor,94
Tomutesti,Alba,Vadu Motilor,96
Totesti,Alba,Vadu Motilor,96
Vadu Motilor,Alba,Vadu Motilor,89
Valtori,Alba,Vadu Motilor,92
Bai,Alba,Vidra,98
Bobaresti,Alba,Vidra,88
Bogdanesti,Alba,Vidra,95
Bordestii Poieni,Alba,Vidra,93
Culdesti,Alba,Vidra,93
Dealu Goiesti,Alba,Vidra,95
Dos,Alba,Vidra,90
Dosu Luncii,Alba,Vidra,99
Dosu Vasesti,Alba,Vidra,97
Dragoiesti-Lunca,Alba,Vidra,87
Ficaresti,Alba,Vidra,91
Gligoresti,Alba,Vidra,102
Goiesti,Alba,Vidra,92
Haiducesti,Alba,Vidra,95
Harasti,Alba,Vidra,101
Hoanca,Alba,Vidra,95
Jeflesti,Alba,Vidra,99
Lunca,Alba,Vidra,93
Lunca Bisericii,Alba,Vidra,95
Lunca de Jos,Alba,Vidra,93
Lunca Goiesti,Alba,Vidra,94
Lunca Vesesti,Alba,Vidra,90
Modolesti,Alba,Vidra,97
Nemesi,Alba,Vidra,97
Oidesti,Alba,Vidra,91
Pitarcesti,Alba,Vidra,90
Plescuta,Alba,Vidra,92
Poieni,Alba,Vidra,93
Ponorel,Alba,Vidra,88
Puiuletesti,Alba,Vidra,90
Runc,Alba,Vidra,90
Segaj,Alba,Vidra,97
Urdes,Alba,Vidra,92
